record_id,session_id,student_id,status,source
215,65,2,absent,manual
216,66,2,present,manual
217,67,2,present,manual
218,68,2,absent,manual
219,69,2,absent,manual
220,70,2,absent,manual
221,71,2,absent,manual
222,72,2,present,manual
223,73,2,absent,manual
224,74,2,present,manual
225,75,2,late,manual
226,76,2,present,manual
227,77,2,present,manual
228,78,2,absent,manual
229,79,2,present,manual
230,80,2,absent,manual
231,81,2,present,manual
232,82,2,present,manual
233,83,2,present,manual
234,84,2,present,manual
235,85,2,present,manual
236,86,2,present,manual
237,87,2,absent,manual
238,88,2,absent,manual
239,89,2,present,manual
240,90,2,absent,manual
241,121,3,present,biometric
242,122,3,present,biometric
243,123,3,present,biometric
244,124,3,late,biometric
245,125,3,present,biometric
246,126,3,present,biometric
247,127,3,present,biometric
248,128,3,late,biometric
249,129,3,present,biometric
250,130,3,present,biometric
251,131,3,absent,biometric
252,132,3,absent,biometric
253,133,3,present,biometric
254,134,3,present,biometric
255,135,3,present,biometric
256,136,3,absent,biometric
257,137,3,absent,biometric
258,138,3,present,biometric
259,139,3,present,biometric
260,140,3,present,biometric
261,141,3,present,biometric
262,142,3,present,biometric
263,143,3,absent,biometric
264,144,3,present,biometric
265,145,3,absent,biometric
266,146,3,absent,biometric
267,147,3,present,biometric
268,148,3,absent,biometric
269,149,3,present,biometric
270,150,3,absent,biometric
271,1,3,present,rfid
272,2,3,present,rfid
273,3,3,present,rfid
274,4,3,absent,rfid
275,5,3,present,rfid
276,6,3,present,rfid
277,7,3,late,rfid
278,8,3,present,rfid
279,9,3,present,rfid
280,10,3,present,rfid
281,11,3,present,rfid
282,12,3,absent,rfid
283,13,3,present,rfid
284,14,3,present,rfid
285,15,3,absent,rfid
286,16,3,absent,rfid
287,17,3,absent,rfid
288,18,3,present,rfid
289,19,3,absent,rfid
290,20,3,late,rfid
291,21,3,absent,rfid
292,22,3,present,rfid
293,23,3,present,rfid
294,24,3,present,rfid
295,25,3,present,rfid
296,26,3,absent,rfid
297,27,3,present,rfid
298,28,3,absent,rfid
299,29,3,present,rfid
300,30,3,present,rfid
301,61,3,present,manual
302,62,3,absent,manual
303,63,3,present,manual
304,64,3,present,manual
305,65,3,absent,manual
306,66,3,present,manual
307,67,3,absent,manual
308,68,3,present,manual
309,69,3,absent,manual
310,70,3,absent,manual
311,71,3,present,manual
312,72,3,present,manual
313,73,3,present,manual
314,74,3,absent,manual
315,75,3,present,manual
316,76,3,present,manual
317,77,3,present,manual
318,78,3,absent,manual
319,79,3,present,manual
320,80,3,absent,manual
321,81,3,absent,manual
322,82,3,present,manual
323,83,3,present,manual
324,84,3,present,manual
325,85,3,present,manual
326,86,3,present,manual
327,87,3,present,manual
328,88,3,present,manual
329,89,3,absent,manual
330,90,3,absent,manual
331,31,3,absent,biometric
332,32,3,present,biometric
333,33,3,present,biometric
334,34,3,absent,biometric
335,35,3,present,biometric
336,36,3,absent,biometric
337,37,3,present,biometric
338,38,3,present,biometric
339,39,3,present,biometric
340,40,3,present,biometric
341,41,3,present,biometric
342,42,3,present,biometric
343,43,3,present,biometric
344,44,3,present,biometric
345,45,3,absent,biometric
346,46,3,present,biometric
347,47,3,present,biometric
348,48,3,absent,biometric
349,49,3,present,biometric
350,50,3,absent,biometric
351,51,3,present,biometric
352,52,3,absent,biometric
353,53,3,present,biometric
354,54,3,absent,biometric
355,55,3,present,biometric
356,56,3,absent,biometric
357,57,3,present,biometric
358,58,3,present,biometric
359,59,3,present,biometric
360,60,3,present,biometric
361,91,3,late,rfid
362,92,3,present,rfid
363,93,3,absent,rfid
364,94,3,present,rfid
365,95,3,present,rfid
366,96,3,present,rfid
367,97,3,absent,rfid
368,98,3,present,rfid
369,99,3,present,rfid
370,100,3,present,rfid
371,101,3,absent,rfid
372,102,3,absent,rfid
373,103,3,present,rfid
374,104,3,present,rfid
375,105,3,absent,rfid
376,106,3,present,rfid
377,107,3,late,rfid
378,108,3,present,rfid
379,109,3,present,rfid
380,110,3,absent,rfid
381,111,3,present,rfid
382,112,3,present,rfid
383,113,3,present,rfid
384,114,3,present,rfid
385,115,3,present,rfid
386,116,3,absent,rfid
387,117,3,absent,rfid
388,118,3,present,rfid
389,119,3,present,rfid
390,120,3,absent,rfid
391,1,4,late,rfid
392,2,4,present,rfid
393,3,4,present,rfid
394,4,4,present,rfid
395,5,4,absent,rfid
396,6,4,present,rfid
397,7,4,late,rfid
398,8,4,present,rfid
399,9,4,present,rfid
400,10,4,present,rfid
401,11,4,present,rfid
402,12,4,present,rfid
403,13,4,present,rfid
404,14,4,present,rfid
405,15,4,present,rfid
406,16,4,present,rfid
407,17,4,present,rfid
408,18,4,present,rfid
409,19,4,present,rfid
410,20,4,present,rfid
411,21,4,present,rfid
412,22,4,present,rfid
413,23,4,present,rfid
414,24,4,present,rfid
415,25,4,absent,rfid
416,26,4,present,rfid
417,27,4,present,rfid
418,28,4,late,rfid
419,29,4,present,rfid
420,30,4,present,rfid
421,31,4,present,biometric
422,32,4,present,biometric
423,33,4,present,biometric
424,34,4,present,biometric
425,35,4,present,biometric
426,36,4,present,biometric
427,37,4,present,biometric
428,38,4,present,biometric
429,39,4,present,biometric
430,40,4,present,biometric
431,41,4,absent,biometric
432,42,4,present,biometric
433,43,4,present,biometric
434,44,4,present,biometric
435,45,4,present,biometric
436,46,4,present,biometric
437,47,4,late,biometric
438,48,4,present,biometric
439,49,4,present,biometric
440,50,4,present,biometric
441,51,4,present,biometric
442,52,4,present,biometric
443,53,4,absent,biometric
444,54,4,absent,biometric
445,55,4,present,biometric
446,56,4,present,biometric
447,57,4,present,biometric
448,58,4,present,biometric
449,59,4,present,biometric
450,60,4,present,biometric
451,121,4,present,biometric
452,122,4,absent,biometric
453,123,4,present,biometric
454,124,4,present,biometric
455,125,4,absent,biometric
456,126,4,present,biometric
457,127,4,present,biometric
458,128,4,present,biometric
459,129,4,present,biometric
460,130,4,present,biometric
461,131,4,present,biometric
462,132,4,present,biometric
463,133,4,absent,biometric
464,134,4,present,biometric
465,135,4,present,biometric
466,136,4,present,biometric
467,137,4,present,biometric
468,138,4,present,biometric
469,139,4,absent,biometric
470,140,4,present,biometric
471,141,4,absent,biometric
472,142,4,present,biometric
473,143,4,present,biometric
474,144,4,present,biometric
475,145,4,present,biometric
476,146,4,present,biometric
477,147,4,present,biometric
478,148,4,present,biometric
479,149,4,present,biometric
480,150,4,present,biometric
481,121,5,present,biometric
482,122,5,present,biometric
483,123,5,present,biometric
484,124,5,absent,biometric
485,125,5,present,biometric
486,126,5,present,biometric
487,127,5,late,biometric
488,128,5,present,biometric
489,129,5,present,biometric
490,130,5,present,biometric
491,131,5,present,biometric
492,132,5,present,biometric
493,133,5,present,biometric
494,134,5,present,biometric
495,135,5,present,biometric
496,136,5,absent,biometric
497,137,5,absent,biometric
498,138,5,absent,biometric
499,139,5,absent,biometric
500,140,5,present,biometric
501,141,5,absent,biometric
502,142,5,present,biometric
503,143,5,present,biometric
504,144,5,absent,biometric
505,145,5,present,biometric
506,146,5,present,biometric
507,147,5,present,biometric
508,148,5,present,biometric
509,149,5,present,biometric
510,150,5,present,biometric
511,1,5,absent,rfid
512,2,5,present,rfid
513,3,5,present,rfid
514,4,5,present,rfid
515,5,5,present,rfid
516,6,5,present,rfid
517,7,5,present,rfid
518,8,5,present,rfid
519,9,5,present,rfid
520,10,5,present,rfid
521,11,5,present,rfid
522,12,5,present,rfid
523,13,5,present,rfid
524,14,5,present,rfid
525,15,5,present,rfid
526,16,5,late,rfid
527,17,5,present,rfid
528,18,5,absent,rfid
529,19,5,present,rfid
530,20,5,present,rfid
531,21,5,present,rfid
532,22,5,present,rfid
533,23,5,present,rfid
534,24,5,late,rfid
535,25,5,present,rfid
536,26,5,present,rfid
537,27,5,present,rfid
538,28,5,present,rfid
539,29,5,late,rfid
540,30,5,present,rfid
541,61,5,present,manual
542,62,5,late,manual
543,63,5,present,manual
544,64,5,present,manual
545,65,5,present,manual
546,66,5,present,manual
547,67,5,present,manual
548,68,5,present,manual
549,69,5,present,manual
550,70,5,present,manual
551,71,5,present,manual
552,72,5,present,manual
553,73,5,present,manual
554,74,5,present,manual
555,75,5,present,manual
556,76,5,present,manual
557,77,5,late,manual
558,78,5,present,manual
559,79,5,absent,manual
560,80,5,absent,manual
561,81,5,present,manual
562,82,5,present,manual
563,83,5,present,manual
564,84,5,present,manual
565,85,5,absent,manual
566,86,5,present,manual
567,87,5,late,manual
568,88,5,present,manual
569,89,5,present,manual
570,90,5,present,manual
571,91,5,present,rfid
572,92,5,absent,rfid
573,93,5,present,rfid
574,94,5,present,rfid
575,95,5,present,rfid
576,96,5,present,rfid
577,97,5,present,rfid
578,98,5,present,rfid
579,99,5,present,rfid
580,100,5,present,rfid
581,101,5,present,rfid
582,102,5,present,rfid
583,103,5,present,rfid
584,104,5,present,rfid
585,105,5,present,rfid
586,106,5,present,rfid
587,107,5,present,rfid
588,108,5,present,rfid
589,109,5,present,rfid
590,110,5,present,rfid
591,111,5,present,rfid
592,112,5,present,rfid
593,113,5,present,rfid
594,114,5,present,rfid
595,115,5,present,rfid
596,116,5,present,rfid
597,117,5,present,rfid
598,118,5,present,rfid
599,119,5,late,rfid
600,120,5,present,rfid
601,31,5,present,biometric
602,32,5,present,biometric
603,33,5,present,biometric
604,34,5,late,biometric
605,35,5,present,biometric
606,36,5,late,biometric
607,37,5,present,biometric
608,38,5,present,biometric
609,39,5,present,biometric
610,40,5,present,biometric
611,41,5,present,biometric
612,42,5,present,biometric
613,43,5,present,biometric
614,44,5,present,biometric
615,45,5,present,biometric
616,46,5,present,biometric
617,47,5,absent,biometric
618,48,5,absent,biometric
619,49,5,present,biometric
620,50,5,present,biometric
621,51,5,present,biometric
622,52,5,present,biometric
623,53,5,present,biometric
624,54,5,present,biometric
625,55,5,present,biometric
626,56,5,present,biometric
627,57,5,present,biometric
628,58,5,present,biometric
629,59,5,present,biometric
630,60,5,present,biometric
631,91,6,present,rfid
632,92,6,present,rfid
633,93,6,present,rfid
634,94,6,present,rfid
635,95,6,present,rfid
636,96,6,present,rfid
637,97,6,present,rfid
638,98,6,present,rfid
639,99,6,present,rfid
640,100,6,present,rfid
641,101,6,absent,rfid
642,102,6,present,rfid
643,103,6,present,rfid
644,104,6,present,rfid
645,105,6,late,rfid
646,106,6,absent,rfid
647,107,6,present,rfid
648,108,6,present,rfid
649,109,6,present,rfid
650,110,6,absent,rfid
651,111,6,present,rfid
652,112,6,present,rfid
653,113,6,present,rfid
654,114,6,present,rfid
655,115,6,present,rfid
656,116,6,present,rfid
657,117,6,present,rfid
658,118,6,present,rfid
659,119,6,present,rfid
660,120,6,late,rfid
661,61,6,present,manual
662,62,6,present,manual
663,63,6,present,manual
664,64,6,present,manual
665,65,6,present,manual
666,66,6,present,manual
667,67,6,present,manual
668,68,6,present,manual
669,69,6,present,manual
670,70,6,present,manual
671,71,6,present,manual
672,72,6,present,manual
673,73,6,present,manual
674,74,6,late,manual
675,75,6,present,manual
676,76,6,present,manual
677,77,6,present,manual
678,78,6,present,manual
679,79,6,present,manual
680,80,6,present,manual
681,81,6,present,manual
682,82,6,absent,manual
683,83,6,present,manual
684,84,6,present,manual
685,85,6,late,manual
686,86,6,present,manual
687,87,6,present,manual
688,88,6,late,manual
689,89,6,late,manual
690,90,6,present,manual
691,1,6,present,rfid
692,2,6,present,rfid
693,3,6,present,rfid
694,4,6,present,rfid
695,5,6,present,rfid
696,6,6,present,rfid
697,7,6,present,rfid
698,8,6,absent,rfid
699,9,6,present,rfid
700,10,6,present,rfid
701,11,6,present,rfid
702,12,6,present,rfid
703,13,6,present,rfid
704,14,6,present,rfid
705,15,6,present,rfid
706,16,6,absent,rfid
707,17,6,absent,rfid
708,18,6,present,rfid
709,19,6,present,rfid
710,20,6,present,rfid
711,21,6,present,rfid
712,22,6,present,rfid
713,23,6,present,rfid
714,24,6,present,rfid
715,25,6,present,rfid
716,26,6,present,rfid
717,27,6,present,rfid
718,28,6,present,rfid
719,29,6,present,rfid
720,30,6,absent,rfid
721,91,7,present,rfid
722,92,7,present,rfid
723,93,7,present,rfid
724,94,7,present,rfid
725,95,7,present,rfid
726,96,7,present,rfid
727,97,7,present,rfid
728,98,7,present,rfid
729,99,7,absent,rfid
730,100,7,present,rfid
731,101,7,present,rfid
732,102,7,present,rfid
733,103,7,present,rfid
734,104,7,present,rfid
735,105,7,present,rfid
736,106,7,late,rfid
737,107,7,present,rfid
738,108,7,absent,rfid
739,109,7,present,rfid
740,110,7,present,rfid
741,111,7,present,rfid
742,112,7,present,rfid
743,113,7,present,rfid
744,114,7,present,rfid
745,115,7,present,rfid
746,116,7,late,rfid
747,117,7,absent,rfid
748,118,7,present,rfid
749,119,7,absent,rfid
750,120,7,present,rfid
751,61,7,present,manual
752,62,7,present,manual
753,63,7,present,manual
754,64,7,absent,manual
755,65,7,present,manual
756,66,7,present,manual
757,67,7,present,manual
758,68,7,present,manual
759,69,7,present,manual
760,70,7,present,manual
761,71,7,present,manual
762,72,7,present,manual
763,73,7,late,manual
764,74,7,present,manual
765,75,7,present,manual
766,76,7,late,manual
767,77,7,present,manual
768,78,7,present,manual
769,79,7,present,manual
770,80,7,present,manual
771,81,7,late,manual
772,82,7,present,manual
773,83,7,present,manual
774,84,7,present,manual
775,85,7,present,manual
776,86,7,present,manual
777,87,7,present,manual
778,88,7,present,manual
779,89,7,present,manual
780,90,7,late,manual
781,31,7,present,biometric
782,32,7,present,biometric
783,33,7,present,biometric
784,34,7,present,biometric
785,35,7,absent,biometric
786,36,7,present,biometric
787,37,7,absent,biometric
788,38,7,present,biometric
789,39,7,present,biometric
790,40,7,present,biometric
791,41,7,present,biometric
792,42,7,absent,biometric
793,43,7,present,biometric
794,44,7,present,biometric
795,45,7,present,biometric
796,46,7,present,biometric
797,47,7,present,biometric
798,48,7,present,biometric
799,49,7,present,biometric
800,50,7,present,biometric
801,51,7,present,biometric
802,52,7,present,biometric
803,53,7,present,biometric
804,54,7,present,biometric
805,55,7,present,biometric
806,56,7,present,biometric
807,57,7,present,biometric
808,58,7,present,biometric
809,59,7,present,biometric
810,60,7,absent,biometric
811,31,8,present,biometric
812,32,8,present,biometric
813,33,8,present,biometric
814,34,8,present,biometric
815,35,8,present,biometric
816,36,8,present,biometric
817,37,8,absent,biometric
818,38,8,present,biometric
819,39,8,present,biometric
820,40,8,present,biometric
821,41,8,present,biometric
822,42,8,absent,biometric
823,43,8,absent,biometric
824,44,8,absent,biometric
825,45,8,present,biometric
826,46,8,absent,biometric
827,47,8,present,biometric
828,48,8,present,biometric
829,49,8,present,biometric
830,50,8,absent,biometric
831,51,8,absent,biometric
832,52,8,present,biometric
833,53,8,present,biometric
834,54,8,absent,biometric
835,55,8,present,biometric
836,56,8,absent,biometric
837,57,8,present,biometric
838,58,8,absent,biometric
839,59,8,absent,biometric
840,60,8,absent,biometric
841,61,8,present,manual
842,62,8,present,manual
843,63,8,late,manual
844,64,8,present,manual
845,65,8,present,manual
846,66,8,present,manual
847,67,8,present,manual
848,68,8,late,manual
849,69,8,present,manual
850,70,8,present,manual
851,71,8,absent,manual
852,72,8,present,manual
853,73,8,absent,manual
854,74,8,present,manual
855,75,8,present,manual
856,76,8,present,manual
857,77,8,present,manual
858,78,8,late,manual
859,79,8,absent,manual
860,80,8,absent,manual
861,81,8,absent,manual
862,82,8,present,manual
863,83,8,absent,manual
864,84,8,absent,manual
865,85,8,absent,manual
866,86,8,present,manual
867,87,8,absent,manual
868,88,8,absent,manual
869,89,8,present,manual
870,90,8,present,manual
871,1,8,present,rfid
872,2,8,late,rfid
873,3,8,present,rfid
874,4,8,present,rfid
875,5,8,present,rfid
876,6,8,present,rfid
877,7,8,late,rfid
878,8,8,late,rfid
879,9,8,present,rfid
880,10,8,present,rfid
881,11,8,present,rfid
882,12,8,absent,rfid
883,13,8,present,rfid
884,14,8,absent,rfid
885,15,8,present,rfid
886,16,8,present,rfid
887,17,8,present,rfid
888,18,8,absent,rfid
889,19,8,present,rfid
890,20,8,present,rfid
891,21,8,present,rfid
892,22,8,absent,rfid
893,23,8,present,rfid
894,24,8,present,rfid
895,25,8,present,rfid
896,26,8,absent,rfid
897,27,8,absent,rfid
898,28,8,present,rfid
899,29,8,absent,rfid
900,30,8,present,rfid
901,91,9,present,rfid
902,92,9,present,rfid
903,93,9,present,rfid
904,94,9,present,rfid
905,95,9,present,rfid
906,96,9,present,rfid
907,97,9,present,rfid
908,98,9,present,rfid
909,99,9,present,rfid
910,100,9,present,rfid
911,101,9,present,rfid
912,102,9,present,rfid
913,103,9,present,rfid
914,104,9,present,rfid
915,105,9,present,rfid
916,106,9,absent,rfid
917,107,9,late,rfid
918,108,9,present,rfid
919,109,9,absent,rfid
920,110,9,present,rfid
921,111,9,present,rfid
922,112,9,present,rfid
923,113,9,present,rfid
924,114,9,present,rfid
925,115,9,present,rfid
926,116,9,present,rfid
927,117,9,present,rfid
928,118,9,present,rfid
929,119,9,present,rfid
930,120,9,present,rfid
931,1,9,present,rfid
932,2,9,absent,rfid
933,3,9,absent,rfid
934,4,9,present,rfid
935,5,9,present,rfid
936,6,9,absent,rfid
937,7,9,present,rfid
938,8,9,absent,rfid
939,9,9,present,rfid
940,10,9,absent,rfid
941,11,9,present,rfid
942,12,9,absent,rfid
943,13,9,absent,rfid
944,14,9,absent,rfid
945,15,9,present,rfid
946,16,9,absent,rfid
947,17,9,present,rfid
948,18,9,present,rfid
949,19,9,present,rfid
950,20,9,absent,rfid
951,21,9,present,rfid
952,22,9,absent,rfid
953,23,9,present,rfid
954,24,9,absent,rfid
955,25,9,present,rfid
956,26,9,absent,rfid
957,27,9,present,rfid
958,28,9,absent,rfid
959,29,9,present,rfid
960,30,9,absent,rfid
961,31,9,present,biometric
962,32,9,present,biometric
963,33,9,present,biometric
964,34,9,present,biometric
965,35,9,present,biometric
966,36,9,present,biometric
967,37,9,present,biometric
968,38,9,present,biometric
969,39,9,present,biometric
970,40,9,present,biometric
971,41,9,absent,biometric
972,42,9,present,biometric
973,43,9,present,biometric
974,44,9,present,biometric
975,45,9,present,biometric
976,46,9,present,biometric
977,47,9,present,biometric
978,48,9,late,biometric
979,49,9,present,biometric
980,50,9,absent,biometric
981,51,9,present,biometric
982,52,9,absent,biometric
983,53,9,absent,biometric
984,54,9,present,biometric
985,55,9,present,biometric
986,56,9,present,biometric
987,57,9,absent,biometric
988,58,9,present,biometric
989,59,9,present,biometric
990,60,9,present,biometric
991,121,10,present,biometric
992,122,10,present,biometric
993,123,10,absent,biometric
994,124,10,present,biometric
995,125,10,present,biometric
996,126,10,present,biometric
997,127,10,present,biometric
998,128,10,present,biometric
999,129,10,present,biometric
1000,130,10,present,biometric
1001,131,10,present,biometric
1002,132,10,present,biometric
1003,133,10,present,biometric
1004,134,10,present,biometric
1005,135,10,present,biometric
1006,136,10,present,biometric
1007,137,10,late,biometric
1008,138,10,present,biometric
1009,139,10,present,biometric
1010,140,10,present,biometric
1011,141,10,absent,biometric
1012,142,10,late,biometric
1013,143,10,present,biometric
1014,144,10,present,biometric
1015,145,10,present,biometric
1016,146,10,present,biometric
1017,147,10,present,biometric
1018,148,10,present,biometric
1019,149,10,present,biometric
1020,150,10,present,biometric
1021,61,10,present,manual
1022,62,10,present,manual
1023,63,10,late,manual
1024,64,10,late,manual
1025,65,10,late,manual
1026,66,10,present,manual
1027,67,10,present,manual
1028,68,10,present,manual
1029,69,10,present,manual
1030,70,10,late,manual
1031,71,10,present,manual
1032,72,10,present,manual
1033,73,10,present,manual
1034,74,10,late,manual
1035,75,10,present,manual
1036,76,10,present,manual
1037,77,10,present,manual
1038,78,10,absent,manual
1039,79,10,present,manual
1040,80,10,present,manual
1041,81,10,present,manual
1042,82,10,late,manual
1043,83,10,present,manual
1044,84,10,present,manual
1045,85,10,present,manual
1046,86,10,present,manual
1047,87,10,present,manual
1048,88,10,present,manual
1049,89,10,present,manual
1050,90,10,present,manual
1051,1,10,present,rfid
1052,2,10,present,rfid
1053,3,10,present,rfid
1054,4,10,present,rfid
1055,5,10,present,rfid
1056,6,10,present,rfid
1057,7,10,present,rfid
1058,8,10,late,rfid
1059,9,10,present,rfid
1060,10,10,present,rfid
1061,11,10,present,rfid
1062,12,10,present,rfid
1063,13,10,present,rfid
1064,14,10,absent,rfid
1065,15,10,present,rfid
1066,16,10,present,rfid
1067,17,10,present,rfid
1068,18,10,absent,rfid
1069,19,10,late,rfid
1070,20,10,present,rfid
1071,21,10,late,rfid
1072,22,10,present,rfid
1073,23,10,present,rfid
1074,24,10,present,rfid
1075,25,10,present,rfid
1076,26,10,present,rfid
1077,27,10,absent,rfid
1078,28,10,present,rfid
1079,29,10,present,rfid
1080,30,10,present,rfid
1081,31,10,present,biometric
1082,32,10,present,biometric
1083,33,10,present,biometric
1084,34,10,present,biometric
1085,35,10,absent,biometric
1086,36,10,present,biometric
1087,37,10,present,biometric
1088,38,10,present,biometric
1089,39,10,present,biometric
1090,40,10,present,biometric
1091,41,10,present,biometric
1092,42,10,present,biometric
1093,43,10,present,biometric
1094,44,10,present,biometric
1095,45,10,present,biometric
1096,46,10,present,biometric
1097,47,10,absent,biometric
1098,48,10,present,biometric
1099,49,10,present,biometric
1100,50,10,present,biometric
1101,51,10,present,biometric
1102,52,10,absent,biometric
1103,53,10,present,biometric
1104,54,10,present,biometric
1105,55,10,present,biometric
1106,56,10,present,biometric
1107,57,10,present,biometric
1108,58,10,late,biometric
1109,59,10,present,biometric
1110,60,10,present,biometric
1111,1,11,present,rfid
1112,2,11,present,rfid
1113,3,11,absent,rfid
1114,4,11,present,rfid
1115,5,11,present,rfid
1116,6,11,late,rfid
1117,7,11,present,rfid
1118,8,11,present,rfid
1119,9,11,present,rfid
1120,10,11,present,rfid
1121,11,11,present,rfid
1122,12,11,present,rfid
1123,13,11,present,rfid
1124,14,11,late,rfid
1125,15,11,present,rfid
1126,16,11,present,rfid
1127,17,11,present,rfid
1128,18,11,present,rfid
1129,19,11,present,rfid
1130,20,11,absent,rfid
1131,21,11,late,rfid
1132,22,11,present,rfid
1133,23,11,present,rfid
1134,24,11,present,rfid
1135,25,11,absent,rfid
1136,26,11,present,rfid
1137,27,11,present,rfid
1138,28,11,present,rfid
1139,29,11,absent,rfid
1140,30,11,present,rfid
1141,91,11,present,rfid
1142,92,11,present,rfid
1143,93,11,present,rfid
1144,94,11,present,rfid
1145,95,11,present,rfid
1146,96,11,present,rfid
1147,97,11,present,rfid
1148,98,11,present,rfid
1149,99,11,present,rfid
1150,100,11,present,rfid
1151,101,11,present,rfid
1152,102,11,present,rfid
1153,103,11,late,rfid
1154,104,11,late,rfid
